Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
LANC,Lancaster Colony Corporation,154.74,$4.26B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lanc
LCA,"Landcadia Holdings II, Inc.",9.98,$394.52M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/lca
LCAHU,"Landcadia Holdings II, Inc.",10.2,$255M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/lcahu
LCAHW,"Landcadia Holdings II, Inc.",0.9359,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/lcahw
LNDC,Landec Corporation,11.38,$331.87M,1996,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,25.03,$115.07M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,17.46,$442.67M,2014,Consumer Services,Real Estate,https://old.nasdaq.com/symbol/lmrk
LMRKN,Landmark Infrastructure Partners LP,26.19,$52.38M,n/a,Consumer Services,Real Estate,https://old.nasdaq.com/symbol/lmrkn
LMRKO,Landmark Infrastructure Partners LP,25.8029,$63.55M,n/a,Consumer Services,Real Estate,https://old.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,26.155,$41.67M,n/a,Consumer Services,Real Estate,https://old.nasdaq.com/symbol/lmrkp
LE,"Lands&#39; End, Inc.",10.93,$353.83M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",110.45,$4.36B,1993,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",16.83,$660.55M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",3.5456,$97.02M,2000,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,21.22,$2.83B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/lscc
LAUR,"Laureate Education, Inc.",20.88,$4.56B,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/laur
LAWS,"Lawson Products, Inc.",48.45,$434.19M,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/laws
LAZY,"Lazydays Holdings, Inc.",4.2,$35.58M,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lazy
LCNB,LCNB Corporation,17.28,$223.55M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/lcnb
LPTX,"LEAP THERAPEUTICS, INC.",2.01,$48.63M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lptx
LEGH,Legacy Housing Corporation,14.8,$365.9M,2018,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/legh
INFR,Legg Mason Global Infrastructure ETF,33.21,$23.25M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,34.44,$893.72M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lvhd
SQLV,Legg Mason Small-Cap Quality Value ETF,27.2024,$12.24M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sqlv
LACQ,Leisure Acquisition Corp.,10.42,$260.5M,2017,Finance,Business Services,https://old.nasdaq.com/symbol/lacq
LACQU,Leisure Acquisition Corp.,10.85,n/a,2017,Finance,Business Services,https://old.nasdaq.com/symbol/lacqu
LACQW,Leisure Acquisition Corp.,0.97,n/a,2017,Finance,Business Services,https://old.nasdaq.com/symbol/lacqw
LMAT,"LeMaitre Vascular, Inc.",29.84,$596.54M,2006,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",326.66,$4.25B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/tree
LEVL,"Level One Bancorp, Inc.",24.79,$191.27M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/levl
LXRX,"Lexicon Pharmaceuticals, Inc.",3,$318.82M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lxrx
LX,LexinFintech Holdings Ltd.,13.51,$2.37B,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lx
LFAC,LF Capital Acquistion Corp.,10.4,$201.83M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/lfac
LFACU,LF Capital Acquistion Corp.,10.6012,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/lfacu
LFACW,LF Capital Acquistion Corp.,0.49,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/lfacw
LGIH,"LGI Homes, Inc.",91.76,$2.11B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/lgih
DFNSU,LGL Systems Acquisition Corp.,10.335,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/dfnsu
LHCG,LHC Group,158.69,$5B,2005,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,0.95,$16.92M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/llit
LBRDA,Liberty Broadband Corporation,135.44,$24.64B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,136.81,$24.89B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lbrdk
LBTYA,Liberty Global plc,21.11,$13.35B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,21.84,$13.81B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,20.25,$12.81B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lbtyk
LILA,Liberty Latin America Ltd.,17.11,$3.11B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lila
LILAK,Liberty Latin America Ltd.,17.22,$3.13B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/lilak
BATRA,Liberty Media Corporation,28.51,$1.46B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,28.6,$1.46B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/batrk
FWONA,Liberty Media Corporation,44.65,$10.32B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/fwona
FWONK,Liberty Media Corporation,47.19,$10.91B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/fwonk
LSXMA,Liberty Media Corporation,49.3,$15.59B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,49.4743,$15.64B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,49.73,$15.73B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/lsxmk
LTRPA,"Liberty TripAdvisor Holdings, Inc.",6.6,$495.52M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",7.1,$533.06M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ltrpb
LCUT,"Lifetime Brands, Inc.",7.2,$153.05M,1991,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,15.84,$227.45M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",2.45,$38.49M,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,95.68,$1.68B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,3.75,$12.2M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",1.21,$31.29M,1996,Technology,Semiconductors,https://old.nasdaq.com/symbol/lpth
LLEX,"Lilis Energy, Inc.",0.2495,$22.89M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/llex
LMB,"Limbach Holdings, Inc.",4,$30.76M,n/a,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",5.56,$659.49M,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/llnw
LMST,"Limestone Bancorp, Inc.",17.0305,$127.25M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/lmst
LMNL,Liminal BioSciences Inc.,9.75,$228.25M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lmnl
LMNR,Limoneira Co,20.98,$374.28M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,2.31,$58.29M,2005,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",93.08,$5.69B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,15.9,$789.04M,2013,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/lind
LPCN,Lipocine Inc.,0.445,$15.95M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lpcn
LIQT,"LiqTech International, Inc.",6.7,$137.67M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/liqt
YVR,Liquid Media Group Ltd.,2.09,$9.45M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/yvr
LQDA,"Liquidia Technologies, Inc.",5.12,$144.55M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/lqda
LQDT,"Liquidity Services, Inc.",4.73,$160.77M,2006,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",185.79,$4.53B,n/a,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/lfus
LIVK,LIV Capital Acquisition Corp.,9.85,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/livk
LIVKU,LIV Capital Acquisition Corp.,10.2,$61.2M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/livku
LIVKW,LIV Capital Acquisition Corp.,0.36,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/livkw
LIVN,LivaNova PLC,71.32,$3.45B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/livn
LOB,"Live Oak Bancshares, Inc.",18.04,$727.32M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,5.9599,$10.52M,n/a,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",44.98,$2.98B,2000,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lpsn
LIVX,"LiveXLive Media, Inc.",1.46,$85.96M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/livx
LVGO,"Livongo Health, Inc.",27.09,$2.56B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/lvgo
LIZI,LIZHI INC.,10.6,$484.77M,2020,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/lizi
LKQ,LKQ Corporation,33.85,$10.37B,n/a,Consumer Services,Motor Vehicles,https://old.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",0.832,$2.58M,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.0248,n/a,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lmfaw
LMPX,"LMP Automotive Holdings, Inc.",15.73,$136.71M,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lmpx
LOGC,"LogicBio Therapeutics, Inc.",7.84,$179.73M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/logc
LOGI,Logitech International S.A.,44.05,$7.37B,1997,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",85.43,$4.15B,2009,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/logm
CNCR,Loncar Cancer Immunotherapy ETF,22.3594,$36.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cncr
CHNA,Loncar China BioPharma ETF,26.1971,$12.44M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chna
LONE,Lonestar Resources US Inc.,1.45,$36.32M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/lone
LOAC,Longevity Acquisition Corporation,10.5,$55.34M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loac
LOACR,Longevity Acquisition Corporation,0.21,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacr
LOACU,Longevity Acquisition Corporation,10.65,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacu
LOACW,Longevity Acquisition Corporation,0.1001,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacw
LOOP,"Loop Industries, Inc.",10.5,$411.94M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/loop
LORL,"Loral Space and Communications, Inc.",35.53,$1.1B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/lorl
LPLA,LPL Financial Holdings Inc.,95.05,$7.63B,2010,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lpla
LYTS,LSI Industries Inc.,6.97,$182.17M,1985,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/lyts
LK,Luckin Coffee Inc.,37.95,$9.74B,2019,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lk
LULU,lululemon athletica inc.,253.86,$33.08B,2007,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,90.44,$6.76B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,24.03,$1.08B,2000,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lmnx
LUNA,Luna Innovations Incorporated,8.95,$269.98M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/luna
LKCO,Luokung Technology Corp,1.02,$205.34M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/lkco
LBC,Luther Burbank Corporation,10.98,$614.88M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/lbc
LYFT,"Lyft, Inc.",47.03,$14.23B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/lyft
MCBC,Macatawa Bank Corporation,10.68,$363.77M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,15.74,$169.18M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",29.74,$1.97B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/mtsi
MGNX,"MacroGenics, Inc.",10.24,$501.33M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgnx
MDGL,"Madrigal Pharmaceuticals, Inc.",89.77,$1.39B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mdgl
MAGS,Magal Security Systems Ltd.,3.82,$88.45M,1993,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",74.88,$1.83B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/mgln
MGTA,"Magenta Therapeutics, Inc.",12.04,$469.43M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgta
MGIC,Magic Software Enterprises Ltd.,11.4,$557.78M,1991,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mgic
MGYR,"Magyar Bancorp, Inc.",12.3713,$72.01M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",0.84,$69.84M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhld
MNSB,"MainStreet Bancshares, Inc.",22.33,$184.45M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mnsb
MJCO,Majesco,7.13,$308.27M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mjco
MMYT,MakeMyTrip Limited,29.46,$3.03B,2010,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",51.17,$1.05B,2014,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",20.87,$162.31M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mlvf
TUSK,"Mammoth Energy Services, Inc.",1.43,$64.38M,2016,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/tusk
MANH,"Manhattan Associates, Inc.",79.96,$5.1B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",6.415,$61.96M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",5.52,$108.7M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",16.1168,$38.45M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,1.47,$303.42M,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,82.23,$3.3B,2002,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",1.249,$9.81M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",3.29,$141.78M,2004,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mchx
MRIN,Marin Software Incorporated,1.4,$9.3M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mrin
MARPS,Marine Petroleum Trust,1.9149,$3.83M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",2.23,$192.9M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrns
MRKR,"Marker Therapeutics, Inc.",2.81,$128.48M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrkr
MKTX,"MarketAxess Holdings, Inc.",338.15,$12.82B,2004,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,20.23,$245.06M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/mrln
MAR,Marriott International,146.72,$47.97B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",1.25,$174.13M,2013,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",22.26,$1.22B,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,2.6,$101.04M,2002,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,25.22,$16.92B,2000,Technology,Semiconductors,https://old.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,183.96,$9.86B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/masi
MCFT,"MasterCraft Boat Holdings, Inc.",19.11,$360.65M,2015,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mcft
MTCH,"Match Group, Inc.",75.21,$21.09B,2015,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mtch
MTLS,Materialise NV,19.43,$1.03B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtls
MTRX,Matrix Service Company,13.83,$368.95M,1990,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",14.4,$4.99B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,35.08,$1.1B,1994,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",64.3,$17.32B,1988,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxim
MGRC,McGrath RentCorp,80.96,$1.97B,1984,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,2.42,$174.59M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/mdca
MDJH,MDJM LTD,3,$34.92M,2019,Finance,Real Estate,https://old.nasdaq.com/symbol/mdjh
MDRR,"Medalist Diversified REIT, Inc.",3.58,$16.11M,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mdrr
MDRRP,"Medalist Diversified REIT, Inc.",21,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mdrrp
MBNKP,Medallion Bank,25.63,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/mbnkp
MFIN,Medallion Financial Corp.,6.65,$163.65M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,26,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfinl
MDIA,Mediaco Holding Inc.,6.98,$49.04M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/mdia
MNOV,"MediciNova, Inc.",6.05,$265.24M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnov
MDGS,Medigus Ltd.,1.67,$6.9M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgs
MDGSW,Medigus Ltd.,0.444,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgsw
MDWD,MediWound Ltd.,2.97,$80.72M,2014,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",97.78,$3.52B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/medp
MEIP,"MEI Pharma, Inc.",2.19,$232.14M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/meip
MGTX,MeiraGTx Holdings plc,20.49,$749.35M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mgtx
MLCO,Melco Resorts & Entertainment Limited,22.1,$10.16B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mlco
MLNX,"Mellanox Technologies, Ltd.",120.78,$6.7B,2007,Technology,Semiconductors,https://old.nasdaq.com/symbol/mlnx
MNLO,Menlo Therapeutics Inc.,4.99,$121.77M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnlo
MTSL,MER Telemanagement Solutions Ltd.,1.12,$4.03M,1997,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",718.53,$35.72B,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/meli
MBWM,Mercantile Bank Corporation,33.44,$549.26M,1998,Finance,Major Banks,https://old.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,10.71,$697.98M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/merc
MBIN,Merchants Bancorp,21.29,$611.16M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/mbin
MBINO,Merchants Bancorp,26.2,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbino
